academicYear,universityName,universityType,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupiedSlots,tuitionFee,universityFoundingYear,facultyFoundingYear,universityLocation,universityRegion,profCount,assoCount,docCount,baseRanking,topRanking,avgAdmissionRanking(TYT),baseAdmissionRanking(TYT),stdDeviationStudents,revenue,outOfCityStudentRate,sameRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref,admittedTotalPref,admittedTotalDepartmentPref,currentStudentCount
2024,MUDANYA ÜNİVERSİTESİ,vak�f,Sanat ve Sosyal Bilimler Fakültesi,İngiliz Dili ve Edebiyatı,210000514,DİL,İngilizce,50,25,25,,,,BURSA,Marmara,---,---,---,64.808,35.213,831.123,2.254.124,,,"% 8,0","% 92,0",123,,"% 5,7","% 48,0","% 68,3","7,5",,"5,3","% 4,0","% 76,0","% 80,0",,191,84,276,125,
2024,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,vak�f,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",İngilizce Mütercim ve Tercümanlık,210401872,DİL,,50,67,67,,,,İSTANBUL,Marmara,---,---,---,66.588,22.152,868.257,2.013.655,,,"% 22,4","% 88,1",273,,"% 17,6","% 38,5","% 81,7","5,9",,"3,0","% 44,8","% 74,6","% 95,5",,213,458,677,326,200
2024,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,vak�f,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",İngilizce Mütercim ve Tercümanlık,210401865,DİL,,0,1,1,,,,İSTANBUL,Marmara,---,---,---,67.481,67.481,850.328,850.328,,,,"% 100,0",39,,"% 7,7","% 43,6","% 69,2","7,9",,"15,0","% 0,0","% 0,0","% 0,0",,9,7,16,8,60
2024,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,203090127,DİL,İngilizce,50,38,38,,,,İSTANBUL,Marmara,---,---,---,69.956,17.376,765.213,1.790.453,,,"% 31,6","% 76,3",168,,"% 11,3","% 33,9","% 76,8","6,5",,"3,2","% 26,3","% 63,2","% 100,0",,60,318,383,215,171
2024,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,203211326,DİL,,25,40,40,,,,İSTANBUL,Marmara,---,---,---,70.613,23.806,741.077,1.493.698,,,"% 12,5","% 92,5",236,,"% 32,6","% 60,2","% 88,1","4,4",,"1,9","% 65,0","% 92,5","% 97,5",,100,217,317,165,39
2024,ÇANKAYA ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngilizce Mütercim ve Tercümanlık,201190056,DİL,,50,37,37,,,,ANKARA ,,---,---,---,71.192,15.298,743,1.606.445,,,"% 40,5",,193,,"% 3,1","% 17,1","% 72,0","8,2",,"4,8","% 13,5","% 48,6","% 91,9",,123,254,378,137,119
2024,İSTANBUL OKAN ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,204712216,DİL,,50,42,42,,,,İSTANBUL,Marmara,---,---,---,72.877,35.822,902.213,1.822.238,,,"% 45,2","% 69,0",237,,"% 11,0","% 37,6","% 75,1","7,0",,"4,6","% 14,3","% 66,7","% 88,1",,131,222,365,204,171
2024,HASAN KALYONCU ÜNİVERSİTESİ,vak�f,Eğitim Fakültesi,İngilizce Öğretmenliği,201650171,DİL,İngilizce,0,18,18,,,,GAZİANTEP,Güneydoğu Anadolu,---,---,---,74.547,25.215,642.623,1.318.095,,,"% 44,4","% 66,7",108,,"% 9,3","% 45,4","% 75,0","6,5",,"5,9","% 0,0","% 44,4","% 83,3",,144,80,224,113,111
2024,İSTANBUL ATLAS ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngilizce Mütercim ve Tercümanlık,209310011,DİL,,50,38,38,,,,İSTANBUL,Marmara,---,---,---,74.549,24.253,811.448,1.524.470,,,"% 7,9","% 94,7",336,,"% 7,1","% 31,0","% 82,1","6,1",,"2,6","% 36,8","% 71,1","% 100,0",,56,212,268,148,103
2024,TED ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,206710521,DİL,İngilizce,0,5,5,,,,ANKARA ,,---,---,---,74.978,60.655,1.031.249,2.484.495,,,"% 60,0",,68,,"% 4,4","% 16,2","% 58,8","9,9",,"4,8","% 0,0","% 40,0","% 100,0",,16,39,55,17,36
2024,İSTANBUL BİLGİ ÜNİVERSİTESİ,vak�f,Sosyal ve Beşeri Bilimler Fakültesi,İngiliz Dili ve Edebiyatı,202590197,DİL,İngilizce,50,59,59,,,,İSTANBUL,Marmara,---,---,---,76.175,17.954,833.721,1.872.904,,,"% 13,6","% 89,8",289,,"% 7,3","% 32,9","% 72,3","7,1",,"4,1","% 22,0","% 67,8","% 93,2",,76,449,528,223,163
2024,YEDİTEPE ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,Çeviribilimi,206190362,DİL,İngilizce,0,8,8,,,,İSTANBUL ,,---,---,---,79.652,9.295,880.811,1.960.334,,,"% 37,5",,54,,"% 0,0","% 13,0","% 74,1","7,6",,"4,5","% 0,0","% 37,5","% 100,0",,15,95,110,18,56
2024,İSTANBUL AYDIN ÜNİVERSİTESİ,vak�f,Fen-Edebiyat Fakültesi,İngiliz Dili ve Edebiyatı,202410026,DİL,İngilizce,50,81,81,,,,İSTANBUL,Marmara,---,---,---,79.711,22.283,790.633,1.599.238,,,"% 18,5","% 85,2",700,,"% 8,4","% 33,0","% 79,7","6,6",,"4,7","% 12,3","% 56,8","% 91,4",,279,483,770,292,306
2024,ANKARA BİLİM ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngilizce Mütercim ve Tercümanlık,209510037,DİL,,50,34,34,,,,ANKARA,İç Anadolu,---,---,---,80.757,20.993,801.262,1.990.610,,,"% 41,2","% 67,6",180,,"% 11,7","% 39,4","% 71,1","7,1",,"4,1","% 23,5","% 73,5","% 91,2",,167,165,336,153,68
2024,İSTANBUL ATLAS ÜNİVERSİTESİ,vak�f,İnsan ve Toplum Bilimleri Fakültesi,İngiliz Dili ve Edebiyatı,209310049,DİL,İngilizce,50,30,30,,,,İSTANBUL,Marmara,---,---,---,88.158,21.97,995.97,1.871.105,,,"% 16,7","% 96,7",295,,"% 5,8","% 27,5","% 81,7","6,4",,"4,1","% 23,3","% 43,3","% 96,7",,69,200,269,109,64
2024,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,vak�f,Edebiyat Fakültesi,Arapça Mütercim ve Tercümanlık,202210341,DİL,,50,42,42,,,,İSTANBUL,Marmara,---,---,---,88.439,32.04,1.019.775,2.210.629,,,"% 9,5","% 92,9",140,,"% 19,3","% 67,1","% 93,6","3,8",,"2,4","% 26,2","% 88,1","% 100,0",,96,151,248,96,31
