AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,YUNANİSTAN CUMHURİYETİ,1,0,1
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ZAMBİYA CUMHURİYETİ,1,4,5
AFYON KOCATEPE ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ZİMBABVE CUMHURİYETİ,1,0,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,AFGANİSTAN İSLAM CUMHURİYETİ,5,7,12
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ALMANYA FEDERAL CUMHURİYETİ,0,3,3
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,AVUSTURYA CUMHURİYETİ,1,0,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,AZERBAYCAN CUMHURİYETİ,5,6,11
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,BULGARİSTAN CUMHURİYETİ,2,5,7
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,ETİYOPYA FEDERAL DEMOKRATİK CUMHURİYETİ,0,1,1
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,FİLİSTİN DEVLETİ,3,1,4
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,IRAK CUMHURİYETİ,4,2,6
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,İRAN İSLAM CUMHURİYETİ,6,11,17
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,DEVLET,AFYONKARAHİSAR,KIRGIZ CUMHURİYETİ,0,1,1
